p_id,item_id,price,category_l1_id,category_l1,category_l2_id,category_l2,category_l3_id,category_l3,category_id,category,description,brand,manufacturer,creation_timestamp,is_deleted,created_date,updated_date,sync_status_id,last_sync_date,sync_error_message,image_url,gender_target,age_group,item_type,gp,weight,color,size,origin,volume,material,sale_status,description_new
88363,2206000000016,175000.0000,351,Đồ chơi & Sách,2038,Sách & VPP,2187,Dụng cụ học tập,2192,Sản phẩm về giấy,Không xác định,Mideer,Không xác định,1572864781,False,2019-11-04 10:53:01.750,2025-09-30 12:05:22.090000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,102550.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Nhãn dán hình xăm chủ đề khu vườn sắc màu MD4042         Loại sản phẩm: Nhãn dán hình xăm tạm thời         Đối tượng sử dụng: trẻ em từ 3 tuổi trở lên         Thương hiệu: Mideer         Điểm nổi bật: An toàn cho da, dễ dàng sử dụng và tháo gỡ                     Nhãn dán hình xăm chủ đề khu vườn sắc màu MD4042 là nhãn dán hình xăm tạm thời dành cho trẻ em từ 3 tuổi trở lên của thương hiệu Mideer. Điểm nổi bật: An toàn cho da, dễ dàng sử dụng và tháo gỡ.                     Nhãn dán hình xăm an toàn            Nhãn dán hình xăm MD4042 được sản xuất từ chất liệu an toàn, không gây kích ứng cho làn da nhạy cảm của trẻ, giúp các bậc phụ huynh hoàn toàn yên tâm khi cho trẻ sử dụng.               Dễ dàng sử dụng và tháo gỡ            Với cách sử dụng đơn giản, chỉ cần bóc ra và dán lên da. Khi không còn muốn sử dụng, bạn có thể dễ dàng gỡ bỏ mà không lo lắng về việc để lại dấu vết hay gây hại cho da.               Hướng dẫn sử dụng               Chọn vị trí da sạch và khô để dán nhãn xăm.         Bóc nhãn dán ra khỏi giấy bảo vệ.         Đặt nhãn dán lên vị trí cần dán và giữ chặt vài giây.         Để bỏ nhãn dán, hãy từ từ lột ra từ một góc.                     Hướng dẫn bảo quản               Bảo quản nơi khô ráo, tránh ánh nắng trực tiếp.         Không để gần nguồn nhiệt cao.         Tránh để sản phẩm ở nơi ẩm ướt.                     Lưu ý               Sản phẩm chỉ sử dụng cho trẻ từ 3 tuổi trở lên.         Nên thử trên một vùng da nhỏ trước khi sử dụng để kiểm tra phản ứng.         Không dán lên vùng da bị tổn thương hoặc dị ứng.                     Thành phần               Giấy dán an toàn         Mực in không độc hại         Các thành phần tạo hình"
87662,0804104480001,99000.0000,3292,Thời trang,3958,Cơ cấu hàng cũ,7007,"Thời trang bé trai, bé gái cũ",6992,Áo bé gái,Không xác định,CF (ConCung Fashion),Không xác định,1570030792,False,2019-10-02 15:39:52.453,2025-08-18 09:59:19.847000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Bé Gái,Từ 1Y,Áo,0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,Không xác định
64813,0009210000020,59000.0000,351,Đồ chơi & Sách,2031,1Y+,2159,Học tập và phát triển tư duy,2188,Học tập,"Hiện nay nhiều bố mẹ rất quan tâm đến việc chọn mua đồ chơi phù hợp cho bé yêu của mình, bởi đồ chơi không chỉ là người bạn thân thiết mà còn là món đồ có thể giúp bé tìm hiểu và khám phá thế giới xung quanh, đồng thời phát triển tư duy và học tập. Đồ chơi âm thanh gỗ Tottosi lục lạc cá heo được làm bằng gỗ tự nhiên, chất lượng cao rất bền và chắc chắn. Bên cạnh để vui chơi, sản phẩm còn giúp bé phát triển thính giác, màu sắc, kết hợp định hướng không gian trái, phải, trên, dưới, kết hợp vận động tay. Âm thanh lách tách tạo sự thích thú cho bé để vui chơi. ĐẶC ĐIỂM SẢN PHẨM Chất liệu gỗ tự nhiên không độc hại Đồ chơi âm thanh gỗ Tottosi lục lạc cá heo được làm từ gỗ tự nhiên, chất liệu sơn gốc nước , không góc cạnh, an toàn cho sức khỏe của bé nên bố mẹ có thể yên tâm cho bé vui chơi. Dễ dàng cầm nắm, tăng cường và phát triển các kĩ năng của bé Sản phẩm có màu sắc tươi sáng, hình thù ngộ nghĩnh kích thích thị giác của bé phát triển, giúp bé nhận biết một số màu sắc cơ bản. Ngoài ra, sản phẩm còn có kích thước phù hợp để tay bé cầm nắm và khuyến khích bé phát triển trực quan, xúc giác. Chắc chắc bé yêu của bạn sẽ thích thú và say mê với món đồ chơi này. Âm thanh leng keng tao sự thích thú cho bé để vui chơi, người lớn có thể áp dụng lắc để tạo ra âm thanh giúp trẻ nghe và định hướng được âm thanh khi vui chơi. THÔNG TIN SẢN PHẨM Tên sản phẩm: Đồ chơi âm thanh gỗ Tottosi lục lạc cá heo Thương hiệu: Tottosi Sản xuất tại: Việt Nam Chất liệu: Gỗ tự nhiên Kích thước sản phẩm (D x R x C mm): 115 x 105 x 18 Trọng lượng (g): 54",Tottosi,Không xác định,1476485450,False,2016-10-14 22:50:50.903,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,25252.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Đồ chơi âm thanh gỗ Tottosi lục lạc cá heo         Thương hiệu: Tottosi         Sản xuất tại: Việt Nam         Chất liệu: Gỗ tự nhiên         Kích thước sản phẩm (D x R x C mm): 115 x 105 x 18         Trọng lượng (g): 54                        **Đồ chơi âm thanh gỗ Tottosi lục lạc cá heo** là một món đồ chơi thú vị dành cho trẻ từ 1-3 tuổi của thương hiệu Tottosi đến từ Việt Nam. Được làm từ gỗ tự nhiên chất lượng cao với thiết kế an toàn, sản phẩm không chỉ là món đồ chơi mà còn hỗ trợ bé trong quá trình phát triển giác quan.                        Chất liệu gỗ tự nhiên không độc hại           Đồ chơi âm thanh gỗ Tottosi lục lạc cá heo được làm từ gỗ tự nhiên, sử dụng sơn gốc nước, không có góc cạnh, đảm bảo an toàn tuyệt đối cho sức khỏe của bé. Bố mẹ có thể hoàn toàn yên tâm khi cho bé vui chơi cùng sản phẩm này.               Dễ dàng cầm nắm, tăng cường và phát triển các kĩ năng của bé      Sản phẩm có màu sắc tươi sáng và hình dáng ngộ nghĩnh giúp kích thích thị giác của bé, hỗ trợ bé nhận biết một số màu sắc cơ bản và khả năng nắm bắt vật thể. Kích thước phù hợp để tay bé cầm nắm dễ dàng, từ đó khuyến khích các kỹ năng vận động và xúc giác phát triển. Bên cạnh đó, âm thanh leng keng mà lục lạc tạo ra đem đến sự thích thú, giúp trẻ vui chơi và học hỏi.               Hướng dẫn chọn size      Không áp dụng cho sản phẩm này.               Hướng dẫn sử dụng               Cho bé cầm lục lạc lên tay và lắc nhẹ nhàng.         Bố mẹ có thể tham gia chơi cùng bé để phát ra âm thanh bằng cách lắc theo nhiều hướng khác nhau.         Sử dụng lục lạc để bé học cách phương hướng âm thanh khi vui chơi.                     Hướng dẫn bảo quản               Hạn chế tiếp xúc với nước để bảo quản chất liệu gỗ được bền lâu.         Để ở nơi khô ráo, tránh ánh nắng trực tiếp nhằm bảo vệ màu sắc và độ bền sản phẩm.         Thường xuyên kiểm tra sản phẩm để đảm bảo an toàn cho bé khi sử dụng.                     Lưu ý               Sản phẩm nên được sử dụng dưới sự giám sát của người lớn.         Tránh để sản phẩm tiếp xúc với môi trường ẩm ướt.         Nên kiểm tra định kỳ để đảm bảo không có phần nào bị hư hỏng hoặc bong tróc.                     Thành phần               Gỗ tự nhiên         Sơn gốc nước"
64902,0009210000103,169000.0000,351,Đồ chơi & Sách,2031,1Y+,2159,Học tập và phát triển tư duy,2346,Lắp ráp/Xếp hình,"Là món đồ chơi nhỏ nhắn và hữu ích cho bé yêu, Đồ chơi puzzle 3D gỗ Tottosi hình rùa kích thích khả năng tò mò và trí nhớ cùng đức tính kiên nhẫn ở trẻ. Với những mảnh ghép nhiều màu rực rỡ, Đồ chơi puzzle 3D gỗ Tottosi hình rùa là món đồ chơi dễ thương để bé cầm nắm và luyện tập logic sắp xếp. Đặc biệt, chất liệu gỗ bền bĩ, món đồ chơi này sẽ cùng bé được lâu dài hơn. Thông tin sản phẩm: Thương hiệu: Tottosi Xuất xứ: Việt Nam Nguyên liệu: gỗ ván ép, sơn gốc nước",Tottosi,Không xác định,1476490359,False,2016-10-15 00:12:39.090,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Đồ Chơi Gỗ Lắp Ráp Mô Hình Puzzle 3D Tottosi Hình Rùa 304024         Thương hiệu: Tottosi         Xuất xứ: Việt Nam         Nguyên liệu: gỗ ván ép, sơn gốc nước                        Đồ Chơi Gỗ Lắp Ráp Mô Hình Puzzle 3D Tottosi Hình Rùa 304024 là đồ chơi lắp ráp dành cho trẻ nhỏ của thương hiệu Tottosi đến từ Việt Nam. Món đồ chơi nhỏ nhắn và dễ thương này không chỉ giúp bé phát triển khả năng tư duy mà còn kích thích sự tò mò và trí nhớ.                        Đồ Chơi Gỗ Tottosi + mảnh ghép nhiều màu sắc + kích thích tư duy và sáng tạo            Đồ chơi puzzle 3D gỗ Tottosi hình rùa gồm nhiều mảnh ghép màu sắc rực rỡ, giúp bé cầm nắm và luyện tập logic sắp xếp. Đây là sản phẩm được thiết kế đặc biệt để bé có thể phát huy tính sáng tạo và khả năng tư duy từ những năm tháng đầu đời.               Hướng dẫn sử dụng               Mở hộp sản phẩm và kiểm tra tất cả các mảnh ghép.         Giúp bé nhận biết từng mảnh ghép và màu sắc.         Khuyến khích bé lắp ráp các mảnh ghép theo hình mẫu có sẵn hoặc tự do sáng tạo.         Thảo luận với bé về các hình ảnh mà bé tạo ra từ các mảnh ghép.                     Hướng dẫn bảo quản               Giữ sản phẩm ở nơi khô ráo, thoáng mát, tránh ánh nắng trực tiếp.         Vệ sinh bằng khăn ẩm, không ngâm trong nước hoặc sử dụng chất tẩy rửa mạnh.         Đảm bảo rằng bé không để đồ chơi ở nơi dễ bị rơi hoặc hư hỏng.                     Thành phần               Gỗ ván ép         Sơn gốc nước                     Lưu ý               Không cho bé chơi một mình với các mảnh ghép nhỏ để tránh nguy cơ hóc.         Nên giám sát bé trong quá trình lắp ráp sản phẩm.         Đảm bảo bé đã hiểu về các mảnh ghép trước khi thực hiện."
54717,0007030000181,145000.0000,1,Babycare,5967,Chăm sóc gia đình,5991,Chăm sóc gia đình ngừng bán,5994,Bình giữ nhiệt ngừng bán,Không xác định,ELMICH,Không xác định,1427130973,False,2015-03-23 17:16:13.677,2025-08-18 09:59:19.847000,,,,Không xác định,Không xác định,Không xác định,Không xác định,0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Phích giữ nhiệt ELMICH inox 304 500 ml K5 2246386         Xuất xứ: Cộng hòa Czech         Thương hiệu: ELMICH         Dung tích: 500 ml         Chất liệu: Inox 304, nhựa cao cấp, silicon         Thiết kế: Kiểu dáng đơn giản và sang trọng, dễ cầm nắm                        Phích giữ nhiệt ELMICH inox 304 500 ml K5 2246386 là phích giữ nhiệt dành cho người tiêu dùng của thương hiệu ELMICH đến từ Cộng hòa Czech. Điểm nổi bật là khả năng giữ nóng và lạnh lâu và ổn định.                     Thời gian giữ nhiệt lâu - Giúp bạn tiện lợi trong việc bảo quản thực phẩm            Phích giữ nhiệt ELMICH inox 304 500 ml K5 2246386 được thiết kế với công nghệ hút chân không giúp giữ nhiệt lâu, đảm bảo rằng đồ uống của bạn luôn giữ được hương vị và nhiệt độ mong muốn trong thời gian dài.               Chất liệu an toàn cho sức khỏe - Đem lại sự yên tâm khi sử dụng            Với chất liệu inox 304 chống gỉ sét và lớp vỏ nhựa cao cấp, phích đảm bảo an toàn cho sức khỏe người sử dụng, không chuyển vị chất độc hại vào thực phẩm và dễ dàng vệ sinh sau khi sử dụng.               Hướng dẫn sử dụng               Rửa sạch ruột bình và nắp bình bằng nước rửa chén hoặc nước nóng trước khi sử dụng.         Để có hiệu quả giữ nhiệt tốt nhất, cho một ít nước nóng hoặc lạnh vào bình trước 2 phút.         Vặn chặt nắp bình theo chiều kim đồng hồ để tránh làm rò rỉ nước.         Không nên để bình ở gần nguồn nhiệt, tránh nóng trực tiếp.         Không rửa bằng máy rửa bát và chỉ rửa bằng tay với nước sạch.                     Hướng dẫn bảo quản               Rửa sạch bình và phơi khô sau khi sử dụng.         Nên lưu trữ ở nơi khô ráo, tránh ánh nắng trực tiếp.         Khi không sử dụng trong thời gian dài, nên rửa và vệ sinh bình trước khi cất đi.                     Lưu ý               Không chứa nước nóng trên 50 độ C cho các bình có ống hút trẻ nhỏ.         Tránh xa tầm tay trẻ em để tránh cáu bẩn hoặc bị bỏng.         Không để bình bị rơi từ trên cao hoặc va chạm mạnh để bảo đảm hiệu suất giữ nhiệt.                     Thành phần               Inox 304         Nhựa cao cấp         Silicon"
66162,0007090000407,67000.0000,6073,Hóa mỹ phẩm cho bé,6080,Chăm sóc sức khỏe bé,6096,Kem chống hăm,6276,Kem chống hăm Abena,"HƯỚNG DẪN SỬ DỤNG Thoa đều một lớp kem mỏng trên da bị hăm. Dùng phòng ngừa và điều trị hăm tại các vị trí như bẹn, nách và các nếp gấp khủy tay. Các vết chàm, mụn nước ở trẻ nhỏ. Sản phẩm được chứng nhận an toàn cho trẻ nhỏ. Lưu ý: sản phẩm sử dụng ngoài da, tránh tiếp xúc với mắt. THÔNG TIN SẢN PHẨM Tên sản phẩm: Kem chống hăm Abena 15ml Thương hiệu: Abena Xuất xứ: Đan Mạch",Abena,Không xác định,1479454492,False,2016-11-18 07:34:52.987,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,1139.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Kem chống hăm Abena 15ml         Thương hiệu: Abena         Xuất xứ: Đan Mạch         Quy cách: Hộp 15ml         Dạng bào chế: Dạng kem                        Kem chống hăm Abena 15ml là kem chống hăm dành cho trẻ nhỏ của thương hiệu Abena đến từ Đan Mạch. Sản phẩm nổi bật với khả năng giảm viêm da và xoa dịu nhanh chóng các vết cắn.                        Kem chống hăm Abena + 20% kẽm oxide + Ngăn ngừa hăm hiệu quả           Kem chứa 20% kẽm oxide giúp làm khô và ngăn ngừa hăm tã ở trẻ nhỏ. Đây là giải pháp lý tưởng cho những trẻ em có làn da nhạy cảm, dễ bị tổn thương do nước tiểu và phân.            Chứa Allantoin + Giảm viêm da hiệu quả + Khôi phục làn da tổn thương           Allantoin trong kem có khả năng làm dịu vết thương, giảm viêm và giúp phục hồi những vùng da bị tổn thương do cháy nắng và viêm da hiệu quả.            Dạng nhũ tương dễ thẩm thấu + Giúp chăm sóc da hiệu quả           Sản phẩm được bào chế dưới dạng nhũ tương giúp thẩm thấu nhanh vào da, tạo lớp màng bảo vệ và giữ cho làn da luôn mềm mại, tránh tình trạng khô da hiệu quả.                  Hướng dẫn sử dụng               Thoa đều một lớp kem mỏng trên da bị hăm.         Sử dụng để phòng ngừa và điều trị hăm tại các vị trí như bẹn, nách và các nếp gấp khủy tay.         Có thể dùng cho các vết chàm, mụn nước ở trẻ nhỏ.                     Hướng dẫn bảo quản               Bảo quản nơi thoáng mát dưới 30 độ C.         Tránh ánh nắng trực tiếp.                     Lưu ý               Sản phẩm sử dụng ngoài da, tránh tiếp xúc với mắt.         Được chứng nhận an toàn cho trẻ nhỏ.                     Thành phần               Kẽm oxide 20%         Allantoin         Glycerin         Acid lactic         C12-15 Alky Benzoate"
129955,3533000000262,119000.0000,3292,Thời trang,3479,Quần áo & Phụ kiện sơ sinh,3531,Quần,3532,Quần sơ sinh Animo,Không xác định,Không xác định,Không xác định,1701452377,False,2023-12-01 17:39:37.730,2025-07-07 15:33:37.855222,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,32701.1992,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,1,
66159,0008030000252,950000.0000,351,Đồ chơi & Sách,2031,1Y+,4286,Vận động ngoài trời,4917,Xe đạp 2 bánh/3 bánh,"Xe 3B Nhựa Chợ Lớn L10 Chim cánh cụt, bảo hiểm, có nhạc, M1561B (Xanh) thuộc dòng xe ba bánh mới nhất và cao cấp nhất của Nhựa Chợ Lớn. Sản phẩm được đầu tư thiết kế hướng tới sự thoải mái, tiện dụng và nâng cao trải nghiệm, chắc chắn sẽ là chiếc xe yêu thích của bé. ĐẶC ĐIỂM NỔI BẬT - Kiểu dáng mới rất chắc chắn và bền bỉ. - Các bánh xe to hơn và kết cấu vững chãi hơn. - Bệ gác chân rộng lớn và thoải mái. - Bàn đạp bản lớn hỗ trợ bé vận động dễ dàng hơn. - Vòng bảo vệ được gia cố chắc chắn giúp bảo vệ bé - Dễ dàng tháo ráp khi bé không cần đến sự trợ giúp của vòng bảo vệ khi ngồi nữa. - Bên trên là bạc mái che giúp che chắn bụi, nắng khi bé được ba mẹ đẩy đi dạo mát. - Xe đảm bảo mang đến trải nghiệm thoải mái nhất cho bé và sự an tâm của bố mẹ khi cho bé sử dụng. - Sản phẩm được làm từ nguyên liệu chính phẩm, an toàn đối với sức khỏe của bé. - Tải trọng tối đa cho phép: 30kg. THÔNG TIN SẢN PHẨM: Tên sản phẩm: Xe 3B Nhựa Chợ Lớn L10 Chim cánh cụt, bảo hiểm, có nhạc, M1561B (xanh) Thương hiệu: Nhựa Chợ Lớn (Việt Nam) Màu sắc: Xanh Dương Khối lượng: Khoảng 5.9 kg Kích thước: 980 x 490 x 1050 mm Dành cho bé từ 1 đến 4 tuổi﻿",Nhựa Chợ Lớn,Không xác định,1479396718,False,2016-11-17 15:31:58.020,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,"Xe đạp, xe 3 bánh",0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Xe 3B Nhựa Chợ Lớn L10 Chim cánh cụt, bảo hiểm, có nhạc, M1561B (Xanh)         Thương hiệu: Nhựa Chợ Lớn (Việt Nam)         Màu sắc: Xanh Dương         Khối lượng: Khoảng 5.9 kg         Kích thước: 980 x 490 x 1050 mm         Dành cho bé: Từ 1 đến 4 tuổi         Tải trọng tối đa cho phép: 30kg                        Xe 3B Nhựa Chợ Lớn L10 Chim cánh cụt, bảo hiểm, có nhạc, M1561B (Xanh) là xe ba bánh dành cho trẻ em từ 1 đến 4 tuổi của thương hiệu Nhựa Chợ Lớn đến từ Việt Nam. Sản phẩm được đầu tư thiết kế hướng tới sự thoải mái, tiện dụng và nâng cao trải nghiệm cho bé.                        Thiết kế chắc chắn - Đảm bảo an toàn           Xe 3B Nhựa Chợ Lớn L10 có kiểu dáng mới rất chắc chắn và bền bỉ, giúp bảo vệ trẻ khi sử dụng. Các bánh xe to hơn và kết cấu vững chãi hơn, mang lại độ ổn định khi di chuyển.            Bệ gác chân rộng lớn - An toàn và thoải mái           Bệ gác chân rộng lớn và thoải mái giúp trẻ vận động dễ dàng hơn, tạo cảm giác thoải mái và vui vẻ trong suốt quá trình sử dụng.            Bàn đạp lớn - Dễ dàng vận động           Bàn đạp bản lớn hỗ trợ bé vận động một cách dễ dàng hơn, tăng cường khả năng tự giác và tự tin cho trẻ trong việc điều khiển xe.            Vòng bảo vệ chắc chắn - Đảm bảo an toàn           Vòng bảo vệ được gia cố chắc chắn giúp bảo vệ bé, dễ dàng tháo ráp khi bé không cần đến sự trợ giúp này nữa, mang đến sự linh hoạt khi sử dụng xe.            Mái che bảo vệ - An tâm khi dạo mát           Bên trên là bạc mái che giúp che chắn bụi bẩn và nắng khi trẻ được ba mẹ đẩy đi dạo, tạo cảm giác thoải mái và an tâm nhất cho cả bé và phụ huynh.               Lưu ý               Sản phẩm được làm từ nguyên liệu chất lượng, an toàn cho sức khỏe của bé.         Không sử dụng sản phẩm khi bé nặng quá 30kg."
32034,0007080000095,39000.0000,1,Babycare,62,Đồ dùng ăn uống,5933,Đồ dùng ăn uống ngừng bán,5935,Ghế ngồi ăn ngừng bán,Không xác định,Không xác định,Không xác định,1366105059,False,2013-04-16 09:37:39.223,2025-07-07 15:33:37.855222,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,0.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,
52992,0012050000010,59000.0000,3292,Thời trang,3958,Cơ cấu hàng cũ,4344,Đồ bầu,3453,Áo ngực bầu,Không xác định,Không xác định,Không xác định,1418999066,False,2014-12-19 14:24:26.603,2025-08-18 09:59:19.847000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,5251.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,Không xác định
66265,0008170000251,89000.0000,351,Đồ chơi & Sách,2033,0-1Y,4278,Xúc xắc,4281,Xúc xắc Antona,"Bộ sản phẩm được làm từ 100% nhựa nguyên sinh, đảm bảo tuyệt đối an toàn cho bé khi vui chơi, đặc biệt là khi bé cầm, nắm và gặm sản phẩm.Các chi tiết được thiết kế không có ba via, các cạnh sắc đều được vê tròn, đảm bảo an toàn cho trẻ khi sử dụng.Màu sắc đa dạng, phong phú và rất bắt mắt với trẻ nhỏ.Bộ sản phẩm có nhiều hình dáng sản phẩm rất đáng yêu, ngộ nghĩnh và gần gũi với trẻ nhỏ.Âm thanh có độ lớn vừa phải, phù hợp với thính giác của trẻ.Sản phẩm gọn, xinh xắn, vừa với tay cầm của trẻ. Đặc điểm sản phẩm: Thành phần: 100% nhựa nguyên sinh Hướng dẫn bảo quản: Dùng khăn ẩm lau sạch trước khi sử dụng lần đầu và sau mỗi lần sử dụng. Để nơi sạch sẽ, khô ráo Xuất xứ: Việt Nam",Atona,Không xác định,1479651032,False,2016-11-20 14:10:32.067,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Không xác định,25810.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Bộ sản phẩm xúc xắc Con Cưng         Loại sản phẩm: Đồ chơi         Đối tượng sử dụng: Bé 0-6 tháng         Thương hiệu: Con Cưng         Xuất xứ: Việt Nam                     Bộ sản phẩm xúc xắc Con Cưng là đồ chơi dành cho bé 0-6 tháng của thương hiệu Con Cưng xuất xứ Việt Nam. Bộ sản phẩm được làm từ 100% nhựa nguyên sinh, đảm bảo an toàn cho bé khi vui chơi.                     Chất liệu an toàn+Đảm bảo sức khỏe cho trẻ            Bộ sản phẩm được làm từ 100% nhựa nguyên sinh, đảm bảo tuyệt đối an toàn cho bé khi vui chơi, đặc biệt là trong quá trình cầm, nắm và gặm sản phẩm.               Thiết kế an toàn + Không có góc sắc nhọn            Các chi tiết được thiết kế không có ba vía, các cạnh sắc đều được vê tròn, đảm bảo an toàn cho trẻ khi sử dụng sản phẩm.            Màu sắc đa dạng + Hấp dẫn trẻ nhỏ            Màu sắc đa dạng, phong phú và rất bắt mắt với trẻ nhỏ, giúp kích thích thị giác và sự phát triển của bé.               Âm thanh vừa phải + Phù hợp với thính giác của trẻ            Âm thanh phát ra từ sản phẩm có độ lớn vừa phải, phù hợp với thính giác của trẻ, giúp bé cảm thấy thoải mái và vui thích.            Kích thước nhỏ gọn + Thao tác dễ dàng            Sản phẩm gọn, xinh xắn, vừa vặn với tay cầm của trẻ, giúp bé dễ dàng thao tác khi chơi.               Hướng dẫn bảo quản               Dùng khăn ẩm lau sạch trước khi sử dụng lần đầu và sau mỗi lần sử dụng.         Để nơi sạch sẽ, khô ráo.                     Thành phần               100% nhựa nguyên sinh                     Lưu ý               Không để trẻ em chơi một mình mà không có sự giám sát của người lớn.         Xem kỹ sản phẩm trước khi cho trẻ sử dụng."
66413,0009050000152,85000.0000,3960,Textile,5042,Cơ cấu hàng tồn,6578,Gối cũ,6582,Gối nằm cũ,"﻿Vải PE với độ bền cao, giặt nhanh sạch và mau khô. Mặt vải phẳng mịn và đẹp ,không gây kích ứng da trẻ. Thân thiện với cơ thể bé ,tạo cảm giác thoải mái cho bé. Chất liệu bông vải mềm tạo sự êm ái cho bé khi nằm. Kích thước: 24 x 28 cm. Công dụng: Dùng gối đầu cho bé sơ sinh. Phần giữa gối lõm vào trong để giữ cố định đầu cho bé trong khi ngủ. Thiết kế với hình những con vật ngộ nghĩnh, đáng yêu ( hổ, thỏ ) với nhiều màu sắc tươi sáng sẽ làm cho bé thích thú. Tiện dụng cho bé khi đi mẫu giáo, nhà trẻ. Hướng dẫn bảo quản: Vệ sinh sản phẩm thường xuyên bằng dung dịch giặt xả chuyên dụng cho bé. Không sử dụng vật nhọn khi vệ sinh. Giặt tay hoặc cho vào túi giặt khi giặt bằng máy để đảm bảo sản phẩm không bị biến dạng và mất cấu trúc ban đầu. Tránh xa nguồn nhiệt và ánh mặt trời. Xuất xứ:  Thái Lan",PAPA,Không xác định,1480005623,False,2016-11-24 16:40:23.623,2025-09-27 00:05:36.233000,2.0,2025-07-18 17:59:29.898256,,Không xác định,Không xác định,Không xác định,Gối cho bé,31960.0000,,Không xác định,Không xác định,Không xác định,Không xác định,Không xác định,0,"Chi tiết sản phẩm                     Tên sản phẩm: Gối đầu nhỏ, chất liệu bông gòn, mát - PR80A         Chất liệu: Vải PE         Kích thước: 24 x 28 cm         Công dụng: Dùng gối đầu cho bé sơ sinh         Xuất xứ: Thái Lan                        **Gối đầu nhỏ, chất liệu bông gòn, mát - PR80A** là gối đầu dành cho bé sơ sinh của thương hiệu Con Cưng đến từ Thái Lan. Gối được làm từ chất liệu bông vải mềm mại, tạo cảm giác êm ái và thoải mái cho bé khi nằm.                        Vải PE bền và thoáng mát           Gối được làm từ vải PE với độ bền cao, giặt nhanh sạch và mau khô, mặt vải phẳng mịn không gây kích ứng da trẻ.               Thiết kế thông minh cho giấc ngủ an toàn           Phần giữa gối được thiết kế lõm vào trong để giữ cố định đầu cho bé trong khi ngủ, đồng thời giúp bé cảm thấy dễ chịu hơn.            Hình ảnh dễ thương thu hút bé           Gối có thiết kế hình những con vật ngộ nghĩnh như hổ, thỏ với nhiều màu sắc tươi sáng, giúp bé thích thú khi sử dụng.            Tiện dụng và dễ mang theo           Gối dễ dàng mang theo khi bé đi mẫu giáo, nhà trẻ, hỗ trợ tốt cho giấc ngủ của bé mọi nơi.                  Hướng dẫn sử dụng               Đặt gối trên bề mặt phẳng, sạch sẽ dành cho bé nằm.         Đảm bảo đầu bé được đặt vào phần lõm của gối để giữ cố định.         Sử dụng gối cho bé trong thời gian ngủ để tạo cảm giác thoải mái.                        Hướng dẫn bảo quản               Vệ sinh sản phẩm thường xuyên bằng dung dịch giặt xả chuyên dụng cho bé.         Không sử dụng vật nhọn khi vệ sinh để tránh làm hỏng sản phẩm.         Giặt tay hoặc cho vào túi giặt khi giặt bằng máy để đảm bảo sản phẩm không bị biến dạng.         Tránh xa nguồn nhiệt và ánh mặt trời để giữ gối luôn bền đẹp.                        Lưu ý               Nên kiểm tra sản phẩm thường xuyên để đảm bảo không bị hư hại.         Để xa tầm tay trẻ em khi không sử dụng.                        Thành phần               Vải PE         Bông vải mềm"
